Years,x2_5_hr,rank,Probability,Frequency
"2001-2002",16.32,1,3.33333333333333,30
"2009-2010",14.04,2,6.66666666666667,15
"2010-2011",13.76,3,10,10
"2002-2003",13.4,4,13.3333333333333,7.5
"2015-2016",12.24,5,16.6666666666667,6
"2019-2020",11.84,6,20,5
"1999-2000",11.2,7,23.3333333333333,4.28571428571429
"1995-1996",10.84,8,26.6666666666667,3.75
"2003-2004",10.56,9,30,3.33333333333333
"1996-1997",10.52,10,33.3333333333333,3
"2004-2005",9.8,11,36.6666666666667,2.72727272727273
"1993-1994",9.7188,12,40,2.5
"2017-2018",9.24,13,43.3333333333333,2.30769230769231
"1998-1999",8.8,14,46.6666666666667,2.14285714285714
"2005-2006",8.52,15,50,2
"2008-2009",8.24,16,53.3333333333333,1.875
"2020-2021",8.04,17,56.6666666666667,1.76470588235294
"2011-2012",7.8,18,60,1.66666666666667
"2018-2019",7.68,19,63.3333333333333,1.57894736842105
"2006-2007",7.52,20,66.6666666666667,1.5
"2016-2017",7.04,21,70,1.42857142857143
"2012-2013",7,22,73.3333333333333,1.36363636363636
"2021-2022",6.88,23,76.6666666666667,1.30434782608696
"1994-1995",6.7704,24,80,1.25
"1997-1998",6.48,25,83.3333333333333,1.2
"2013-2014",6.24,26,86.6666666666667,1.15384615384615
"2000-2001",6.08,27,90,1.11111111111111
"2014-2015",5.88,28,93.3333333333333,1.07142857142857
"2007-2008",5.48,29,96.6666666666667,1.03448275862069
