Years,x50_min,rank,Probability,Frequency
"2021-2022",47.28,1,4.76190476190476,21
"2006-2007",30.12,2,9.52380952380952,10.5
"2013-2014",29.88,3,14.2857142857143,7
"2004-2005",28.08,4,19.047619047619,5.25
"2014-2015",24.72,5,23.8095238095238,4.2
"2009-2010",24,6,28.5714285714286,3.5
"2005-2006",23.88,7,33.3333333333333,3
"2020-2021",23.04,8,38.0952380952381,2.625
"2016-2017",22.68,9,42.8571428571429,2.33333333333333
"2018-2019",22.44,10,47.6190476190476,2.1
"2019-2020",21.12,11,52.3809523809524,1.90909090909091
"2012-2013",20.76,12,57.1428571428571,1.75
"2015-2016",20.28,13,61.9047619047619,1.61538461538462
"2007-2008",18.36,14,66.6666666666667,1.5
"2010-2011",17.76,15,71.4285714285714,1.4
"2017-2018",16.32,16,76.1904761904762,1.3125
"2011-2012",14.52,17,80.9523809523809,1.23529411764706
"2002-2003",12.84,18,85.7142857142857,1.16666666666667
"2008-2009",12.36,19,90.4761904761905,1.10526315789474
"2003-2004",10.68,20,95.2380952380952,1.05
