Years,x40_min,rank,Probability,Frequency
"2009-2010",20.55,1,16.6666666666667,6
"2010-2011",15.6,2,33.3333333333333,3
"2011-2012",14.7,3,50,2
"2008-2009",14.25,4,66.6666666666667,1.5
"2005-2006",13.35,5,83.3333333333333,1.2
