Years,x1_5_hr,rank,Probability,Frequency
"2021-2022",9.46666666666667,1,20,5
"2009-2010",9.33333333333333,2,40,2.5
"2011-2012",7.13333333333333,3,60,1.66666666666667
"2010-2011",7,4,80,1.25
