Years,x6_hr,rank,Probability,Frequency
"2021-2022",9.31666666666667,1,6.66666666666667,15
"2009-2010",8.66666666666667,2,13.3333333333333,7.5
"2017-2018",7.86666666666667,3,20,5
"2012-2013",7.78333333333333,4,26.6666666666667,3.75
"2018-2019",7.55,5,33.3333333333333,3
"2020-2021",7.06666666666667,6,40,2.5
"2015-2016",6.7,7,46.6666666666667,2.14285714285714
"2013-2014",5.66666666666667,8,53.3333333333333,1.875
"2014-2015",5.4,9,60,1.66666666666667
"2019-2020",4.86666666666667,10,66.6666666666667,1.5
"2011-2012",4.65,11,73.3333333333333,1.36363636363636
"2008-2009",4.25,12,80,1.25
"2016-2017",3.55,13,86.6666666666667,1.15384615384615
"2010-2011",3.13333333333333,14,93.3333333333333,1.07142857142857
