Years,x40_min,rank,Probability,Frequency
"2020-2021",25.5,1,4.54545454545455,22
"2011-2012",24.3,2,9.09090909090909,11
"2017-2018",24,3,13.6363636363636,7.33333333333333
"2009-2010",22.65,4,18.1818181818182,5.5
"2003-2004",19.8,5,22.7272727272727,4.4
"2012-2013",19.05,6,27.2727272727273,3.66666666666667
"2008-2009",17.7,7,31.8181818181818,3.14285714285714
"2015-2016",17.25,8,36.3636363636364,2.75
"2001-2002",16.95,9,40.9090909090909,2.44444444444444
"2021-2022",16.8,10,45.4545454545455,2.2
"2005-2006",16.05,11,50,2
"2002-2003",15.9,12,54.5454545454545,1.83333333333333
"2014-2015",15.75,13,59.0909090909091,1.69230769230769
"2016-2017",15.15,14,63.6363636363636,1.57142857142857
"2013-2014",14.55,15,68.1818181818182,1.46666666666667
"2004-2005",13.35,16,72.7272727272727,1.375
"2019-2020",13.2,17,77.2727272727273,1.29411764705882
"2007-2008",13.2,18,81.8181818181818,1.22222222222222
"2018-2019",12.9,19,86.3636363636364,1.15789473684211
"2006-2007",12,20,90.9090909090909,1.1
"2010-2011",9.45,21,95.4545454545455,1.04761904761905
