Years,x3_hr,rank,Probability,Frequency
"2017-2018",18.3,1,6.25,16
"2012-2013",15.6666666666667,2,12.5,8
"2011-2012",15.2666666666667,3,18.75,5.33333333333333
"2010-2011",14.4333333333333,4,25,4
"2020-2021",14.4333333333333,5,31.25,3.2
"2019-2020",14.3333333333333,6,37.5,2.66666666666667
"2007-2008",12.9333333333333,7,43.75,2.28571428571429
"2014-2015",12.5333333333333,8,50,2
"2009-2010",12.0333333333333,9,56.25,1.77777777777778
"2021-2022",12,10,62.5,1.6
"2018-2019",11.8666666666667,11,68.75,1.45454545454545
"2008-2009",11.0333333333333,12,75,1.33333333333333
"2016-2017",10.4666666666667,13,81.25,1.23076923076923
"2015-2016",9.7,14,87.5,1.14285714285714
"2013-2014",5.83333333333333,15,93.75,1.06666666666667
