Years,x50_min,rank,Probability,Frequency
"2009-2010",40.56,1,4.54545454545455,22
"2001-2002",33.6,2,9.09090909090909,11
"2012-2013",31.2,3,13.6363636363636,7.33333333333333
"2015-2016",31.2,4,18.1818181818182,5.5
"2002-2003",29.04,5,22.7272727272727,4.4
"2019-2020",28.08,6,27.2727272727273,3.66666666666667
"2018-2019",27.96,7,31.8181818181818,3.14285714285714
"2004-2005",24,8,36.3636363636364,2.75
"2010-2011",23.04,9,40.9090909090909,2.44444444444444
"2017-2018",21.36,10,45.4545454545455,2.2
"2007-2008",21.12,11,50,2
"2014-2015",20.64,12,54.5454545454545,1.83333333333333
"2011-2012",20.04,13,59.0909090909091,1.69230769230769
"2008-2009",19.2,14,63.6363636363636,1.57142857142857
"2020-2021",19.2,15,68.1818181818182,1.46666666666667
"2006-2007",17.4,16,72.7272727272727,1.375
"2003-2004",16.44,17,77.2727272727273,1.29411764705882
"2005-2006",14.28,18,81.8181818181818,1.22222222222222
"2021-2022",13.56,19,86.3636363636364,1.15789473684211
"2016-2017",12.48,20,90.9090909090909,1.1
"2013-2014",10.44,21,95.4545454545455,1.04761904761905
