Years,x40_min,rank,Probability,Frequency
"2008-2009",33.6,1,6.66666666666667,15
"2009-2010",33.45,2,13.3333333333333,7.5
"2014-2015",31.05,3,20,5
"2016-2017",29.85,4,26.6666666666667,3.75
"2020-2021",29.55,5,33.3333333333333,3
"2010-2011",29.1,6,40,2.5
"2012-2013",28.8,7,46.6666666666667,2.14285714285714
"2017-2018",26.55,8,53.3333333333333,1.875
"2015-2016",25.65,9,60,1.66666666666667
"2019-2020",22.8,10,66.6666666666667,1.5
"2021-2022",21.75,11,73.3333333333333,1.36363636363636
"2018-2019",21.15,12,80,1.25
"2011-2012",18.15,13,86.6666666666667,1.15384615384615
"2013-2014",15.6,14,93.3333333333333,1.07142857142857
