Years,x3_5_hr,rank,Probability,Frequency
"2015-2016",18.3714285714286,1,5.55555555555556,18
"2020-2021",16.2285714285714,2,11.1111111111111,9
"2008-2009",12.3142857142857,3,16.6666666666667,6
"2019-2020",10.6,4,22.2222222222222,4.5
"2010-2011",9.37142857142857,5,27.7777777777778,3.6
"2007-2008",9.22857142857143,6,33.3333333333333,3
"2012-2013",8.77142857142857,7,38.8888888888889,2.57142857142857
"2017-2018",8.17142857142857,8,44.4444444444444,2.25
"2014-2015",7.97142857142857,9,50,2
"2011-2012",7.68571428571429,10,55.5555555555556,1.8
"2018-2019",7.62857142857143,11,61.1111111111111,1.63636363636364
"2005-2006",6.97142857142857,12,66.6666666666667,1.5
"2016-2017",6.77142857142857,13,72.2222222222222,1.38461538461538
"2006-2007",5.94285714285714,14,77.7777777777778,1.28571428571429
"2009-2010",5.94285714285714,15,83.3333333333333,1.2
"2013-2014",4.74285714285714,16,88.8888888888889,1.125
"2021-2022",4.71428571428571,17,94.4444444444444,1.05882352941176
