Years,x3_5_hr,rank,Probability,Frequency
"2009-2010",10.6571428571429,1,5.55555555555556,18
"2015-2016",7.8,2,11.1111111111111,9
"2006-2007",5.82857142857143,3,16.6666666666667,6
"2005-2006",5.77142857142857,4,22.2222222222222,4.5
"2013-2014",5.2,5,27.7777777777778,3.6
"2008-2009",4.45714285714286,6,33.3333333333333,3
"2012-2013",4.25714285714286,7,38.8888888888889,2.57142857142857
"2014-2015",4.17142857142857,8,44.4444444444444,2.25
"2018-2019",3.91428571428571,9,50,2
"2020-2021",3.74285714285714,10,55.5555555555556,1.8
"2017-2018",3.57142857142857,11,61.1111111111111,1.63636363636364
"2021-2022",3.54285714285714,12,66.6666666666667,1.5
"2019-2020",3.42857142857143,13,72.2222222222222,1.38461538461538
"2010-2011",3.08571428571429,14,77.7777777777778,1.28571428571429
"2007-2008",2.97142857142857,15,83.3333333333333,1.2
"2016-2017",2.17142857142857,16,88.8888888888889,1.125
"2011-2012",1.68571428571429,17,94.4444444444444,1.05882352941176
