Years,x1_hr,rank,Probability,Frequency
"2018-2019",34.2,1,5.26315789473684,19
"2009-2010",31.8,2,10.5263157894737,9.5
"2017-2018",26.9,3,15.7894736842105,6.33333333333333
"2021-2022",24.1,4,21.0526315789474,4.75
"2019-2020",23.8,5,26.3157894736842,3.8
"2020-2021",23.4,6,31.5789473684211,3.16666666666667
"2010-2011",22.1,7,36.8421052631579,2.71428571428571
"2004-2005",21.4,8,42.1052631578947,2.375
"2012-2013",21.4,9,47.3684210526316,2.11111111111111
"2006-2007",20.9,10,52.6315789473684,1.9
"2015-2016",20.8,11,57.8947368421053,1.72727272727273
"2007-2008",19.9,12,63.1578947368421,1.58333333333333
"2005-2006",19,13,68.4210526315789,1.46153846153846
"2013-2014",18.7,14,73.6842105263158,1.35714285714286
"2011-2012",15.8,15,78.9473684210526,1.26666666666667
"2014-2015",15.6,16,84.2105263157895,1.1875
"2016-2017",13.4,17,89.4736842105263,1.11764705882353
"2008-2009",10.3,18,94.7368421052632,1.05555555555556
