Years,x4_hr,rank,Probability,Frequency
"2017-2018",13.725,1,6.25,16
"2010-2011",13.05,2,12.5,8
"2011-2012",12.85,3,18.75,5.33333333333333
"2012-2013",11.75,4,25,4
"2014-2015",11.575,5,31.25,3.2
"2020-2021",11.4,6,37.5,2.66666666666667
"2019-2020",11.125,7,43.75,2.28571428571429
"2021-2022",10.9,8,50,2
"2009-2010",10.7,9,56.25,1.77777777777778
"2007-2008",10.125,10,62.5,1.6
"2008-2009",9.825,11,68.75,1.45454545454545
"2018-2019",9.2,12,75,1.33333333333333
"2016-2017",8.425,13,81.25,1.23076923076923
"2015-2016",8.1,14,87.5,1.14285714285714
"2013-2014",4.575,15,93.75,1.06666666666667
