Years,x1_hr,rank,Probability,Frequency
"2018-2019",42,1,5,20
"2017-2018",41.7,2,10,10
"2015-2016",23.8,3,15,6.66666666666667
"2008-2009",21.1,4,20,5
"2012-2013",20.9,5,25,4
"2013-2014",19.4,6,30,3.33333333333333
"2009-2010",19.3,7,35,2.85714285714286
"2014-2015",16.3,8,40,2.5
"2020-2021",16.1,9,45,2.22222222222222
"2006-2007",15.6,10,50,2
"2019-2020",14.9,11,55,1.81818181818182
"2011-2012",14.7,12,60,1.66666666666667
"2004-2005",14.6,13,65,1.53846153846154
"2010-2011",11,14,70,1.42857142857143
"2007-2008",10.3,15,75,1.33333333333333
"2003-2004",10.2,16,80,1.25
"2021-2022",10.1,17,85,1.17647058823529
"2016-2017",9.3,18,90,1.11111111111111
"2005-2006",7.8,19,95,1.05263157894737
