Years,x6_hr,rank,Probability,Frequency
"2005-2006",9.86666666666667,1,4.54545454545455,22
"2009-2010",8.38333333333333,2,9.09090909090909,11
"2018-2019",6.96666666666667,3,13.6363636363636,7.33333333333333
"2014-2015",6.78333333333333,4,18.1818181818182,5.5
"2006-2007",6.58333333333333,5,22.7272727272727,4.4
"2017-2018",6.58333333333333,6,27.2727272727273,3.66666666666667
"2002-2003",6.21666666666667,7,31.8181818181818,3.14285714285714
"2021-2022",6.05,8,36.3636363636364,2.75
"2013-2014",5.78333333333333,9,40.9090909090909,2.44444444444444
"2007-2008",5.48333333333333,10,45.4545454545455,2.2
"2010-2011",5.16666666666667,11,50,2
"2012-2013",5.06666666666667,12,54.5454545454545,1.83333333333333
"2001-2002",5.03333333333333,13,59.0909090909091,1.69230769230769
"2020-2021",4.98333333333333,14,63.6363636363636,1.57142857142857
"2016-2017",4.93333333333333,15,68.1818181818182,1.46666666666667
"2011-2012",4.88333333333333,16,72.7272727272727,1.375
"2004-2005",4.76666666666667,17,77.2727272727273,1.29411764705882
"2003-2004",4.71666666666667,18,81.8181818181818,1.22222222222222
"2019-2020",4.45,19,86.3636363636364,1.15789473684211
"2008-2009",4.35,20,90.9090909090909,1.1
"2015-2016",4.33333333333333,21,95.4545454545455,1.04761904761905
