Years,x5_hr,rank,Probability,Frequency
"2014-2015",12.2412,1,4.76190476190476,21
"2019-2020",8.82,2,9.52380952380952,10.5
"2010-2011",8.38,3,14.2857142857143,7
"2012-2013",8.34,4,19.047619047619,5.25
"2006-2007",8.28,5,23.8095238095238,4.2
"2021-2022",7.72,6,28.5714285714286,3.5
"2005-2006",7.68,7,33.3333333333333,3
"2015-2016",7.64,8,38.0952380952381,2.625
"2016-2017",7.28,9,42.8571428571429,2.33333333333333
"2009-2010",7.08,10,47.6190476190476,2.1
"2017-2018",7,11,52.3809523809524,1.90909090909091
"2020-2021",6.64,12,57.1428571428571,1.75
"2007-2008",6.52,13,61.9047619047619,1.61538461538462
"2004-2005",6.48,14,66.6666666666667,1.5
"2002-2003",6.4,15,71.4285714285714,1.4
"2003-2004",6,16,76.1904761904762,1.3125
"2011-2012",5.82,17,80.9523809523809,1.23529411764706
"2013-2014",5.44,18,85.7142857142857,1.16666666666667
"2018-2019",5.38,19,90.4761904761905,1.10526315789474
"2008-2009",5.3,20,95.2380952380952,1.05
