Years,x6_hr,rank,Probability,Frequency
"2013-2014",4.36666666666667,1,8.33333333333333,12
"2020-2021",4.3,2,16.6666666666667,6
"2012-2013",4.23333333333333,3,25,4
"2021-2022",4.15,4,33.3333333333333,3
"2014-2015",3.98333333333333,5,41.6666666666667,2.4
"2017-2018",3.81666666666667,6,50,2
"2019-2020",3.81666666666667,7,58.3333333333333,1.71428571428571
"2015-2016",3.21666666666667,8,66.6666666666667,1.5
"2011-2012",3.2,9,75,1.33333333333333
"2018-2019",3.06666666666667,10,83.3333333333333,1.2
"2016-2017",2.71666666666667,11,91.6666666666667,1.09090909090909
