Years,x1_5_hr,rank,Probability,Frequency
"2011-2012",27.9333333333333,1,16.6666666666667,6
"2009-2010",17.8666666666667,2,33.3333333333333,3
"2010-2011",15.3333333333333,3,50,2
"2005-2006",14.4666666666667,4,66.6666666666667,1.5
"2008-2009",13.8,5,83.3333333333333,1.2
