Years,x2_5_hr,rank,Probability,Frequency
"2008-2009",34.76,1,4.54545454545455,22
"2012-2013",25.84,2,9.09090909090909,11
"2017-2018",22.6,3,13.6363636363636,7.33333333333333
"2003-2004",17.52,4,18.1818181818182,5.5
"2011-2012",16.6,5,22.7272727272727,4.4
"2002-2003",15.72,6,27.2727272727273,3.66666666666667
"2020-2021",15.44,7,31.8181818181818,3.14285714285714
"2019-2020",15.04,8,36.3636363636364,2.75
"2021-2022",12.56,9,40.9090909090909,2.44444444444444
"2004-2005",12.4,10,45.4545454545455,2.2
"2018-2019",12.08,11,50,2
"2007-2008",11.56,12,54.5454545454545,1.83333333333333
"2016-2017",11.4,13,59.0909090909091,1.69230769230769
"2010-2011",11.08,14,63.6363636363636,1.57142857142857
"2001-2002",10.4,15,68.1818181818182,1.46666666666667
"2014-2015",10.2,16,72.7272727272727,1.375
"2009-2010",9,17,77.2727272727273,1.29411764705882
"2015-2016",8.96,18,81.8181818181818,1.22222222222222
"2013-2014",8.72,19,86.3636363636364,1.15789473684211
"2005-2006",7,20,90.9090909090909,1.1
"2006-2007",6.4,21,95.4545454545455,1.04761904761905
