Years,x3_5_hr,rank,Probability,Frequency
"2005-2006",11.3428571428571,1,4.54545454545455,22
"2014-2015",10.9714285714286,2,9.09090909090909,11
"2018-2019",10.2285714285714,3,13.6363636363636,7.33333333333333
"2009-2010",9.14285714285714,4,18.1818181818182,5.5
"2017-2018",8.34285714285714,5,22.7272727272727,4.4
"2020-2021",7.57142857142857,6,27.2727272727273,3.66666666666667
"2000-2001",7.48571428571429,7,31.8181818181818,3.14285714285714
"2008-2009",7.37142857142857,8,36.3636363636364,2.75
"2015-2016",7.22857142857143,9,40.9090909090909,2.44444444444444
"2006-2007",7.2,10,45.4545454545455,2.2
"2003-2004",7.2,11,50,2
"2013-2014",7.17142857142857,12,54.5454545454545,1.83333333333333
"2019-2020",6.74285714285714,13,59.0909090909091,1.69230769230769
"2021-2022",6.62857142857143,14,63.6363636363636,1.57142857142857
"2012-2013",6.02857142857143,15,68.1818181818182,1.46666666666667
"2001-2002",5.77142857142857,16,72.7272727272727,1.375
"2004-2005",5.51428571428571,17,77.2727272727273,1.29411764705882
"2011-2012",5.31428571428571,18,81.8181818181818,1.22222222222222
"2016-2017",5.05714285714286,19,86.3636363636364,1.15789473684211
"2010-2011",5,20,90.9090909090909,1.1
"2002-2003",4.85714285714286,21,95.4545454545455,1.04761904761905
