Years,x10_min,rank,Probability,Frequency
"2019-2020",63,1,6.66666666666667,15
"2016-2017",62.4,2,13.3333333333333,7.5
"2014-2015",57.6,3,20,5
"2020-2021",57,4,26.6666666666667,3.75
"2010-2011",56.4,5,33.3333333333333,3
"2009-2010",51,6,40,2.5
"2017-2018",50.4,7,46.6666666666667,2.14285714285714
"2021-2022",45.6,8,53.3333333333333,1.875
"2012-2013",45,9,60,1.66666666666667
"2015-2016",43.8,10,66.6666666666667,1.5
"2018-2019",40.2,11,73.3333333333333,1.36363636363636
"2008-2009",39.6,12,80,1.25
"2011-2012",37.2,13,86.6666666666667,1.15384615384615
"2013-2014",36,14,93.3333333333333,1.07142857142857
