Years,x6_hr,rank,Probability,Frequency
"2005-2006",16.68333333,1,3.2258064516129,31
"2021-2022",11.88333333,2,6.45161290322581,15.5
"2014-2015",11.33333333,3,9.67741935483871,10.3333333333333
"2020-2021",11.23333333,4,12.9032258064516,7.75
"2017-2018",10,5,16.1290322580645,6.2
"2001-2002",9.983333333,6,19.3548387096774,5.16666666666667
"1998-1999",9.316666667,7,22.5806451612903,4.42857142857143
"2016-2017",9.183333333,8,25.8064516129032,3.875
"1997-1998",8.1,9,29.0322580645161,3.44444444444444
"2019-2020",7.95,10,32.258064516129,3.1
"1996-1997",7.883333333,11,35.4838709677419,2.81818181818182
"1992-1993",7.333333333,12,38.7096774193548,2.58333333333333
"2007-2008",7.166666667,13,41.9354838709677,2.38461538461538
"2002-2003",7.1,14,45.1612903225806,2.21428571428571
"2003-2004",6.483333333,15,48.3870967741936,2.06666666666667
"2015-2016",6.316666667,16,51.6129032258064,1.9375
"2012-2013",6.266666667,17,54.8387096774194,1.82352941176471
"2010-2011",6.15,18,58.0645161290323,1.72222222222222
"1991-1992",6.041666667,19,61.2903225806452,1.63157894736842
"2009-2010",5.85,20,64.5161290322581,1.55
"1993-1994",5.5,21,67.741935483871,1.47619047619048
"2004-2005",5.433333333,22,70.9677419354839,1.40909090909091
"2011-2012",4.9,23,74.1935483870968,1.34782608695652
"2000-2001",4.833333333,24,77.4193548387097,1.29166666666667
"2013-2014",4.683333333,25,80.6451612903226,1.24
"2006-2007",4.533333333,26,83.8709677419355,1.19230769230769
"2018-2019",4.533333333,27,87.0967741935484,1.14814814814815
"2008-2009",4.333333333,28,90.3225806451613,1.10714285714286
"1990-1991",4.25,29,93.5483870967742,1.06896551724138
"1995-1996",3.458333333,30,96.7741935483871,1.03333333333333
