Years,x3_hr,rank,Probability,Frequency
"2013-2014",9.86666666666667,1,6.25,16
"2021-2022",8.36666666666667,2,12.5,8
"2018-2019",7.96666666666667,3,18.75,5.33333333333333
"2012-2013",6.36666666666667,4,25,4
"2020-2021",6.03333333333333,5,31.25,3.2
"2016-2017",5.66666666666667,6,37.5,2.66666666666667
"2017-2018",5.66666666666667,7,43.75,2.28571428571429
"2011-2012",5.5,8,50,2
"2009-2010",5.46666666666667,9,56.25,1.77777777777778
"2015-2016",5.36666666666667,10,62.5,1.6
"2019-2020",5.33333333333333,11,68.75,1.45454545454545
"2008-2009",5.13333333333333,12,75,1.33333333333333
"2014-2015",4.76666666666667,13,81.25,1.23076923076923
"2010-2011",4.73333333333333,14,87.5,1.14285714285714
"2007-2008",4.56666666666667,15,93.75,1.06666666666667
