Years,x40_min,rank,Probability,Frequency
"2009-2010",48.75,1,8.33333333333333,12
"2002-2003",35.25,2,16.6666666666667,6
"2005-2006",34.65,3,25,4
"2010-2011",29.4,4,33.3333333333333,3
"2004-2005",25.5,5,41.6666666666667,2.4
"2001-2002",24.9,6,50,2
"2007-2008",22.2,7,58.3333333333333,1.71428571428571
"2008-2009",20.85,8,66.6666666666667,1.5
"2003-2004",17.85,9,75,1.33333333333333
"2000-2001",16.95,10,83.3333333333333,1.2
"2006-2007",14.25,11,91.6666666666667,1.09090909090909
