Years,x4_hr,rank,Probability,Frequency
"2019-2020",21.475,1,4.54545454545455,22
"2020-2021",16.1,2,9.09090909090909,11
"2010-2011",14.95,3,13.6363636363636,7.33333333333333
"2014-2015",14.1,4,18.1818181818182,5.5
"2017-2018",12.875,5,22.7272727272727,4.4
"2018-2019",11.45,6,27.2727272727273,3.66666666666667
"2012-2013",10.55,7,31.8181818181818,3.14285714285714
"2007-2008",10.275,8,36.3636363636364,2.75
"2006-2007",10.1,9,40.9090909090909,2.44444444444444
"2011-2012",9.625,10,45.4545454545455,2.2
"2003-2004",9.45,11,50,2
"2001-2002",8.3,12,54.5454545454545,1.83333333333333
"2013-2014",7.55,13,59.0909090909091,1.69230769230769
"2021-2022",7.5,14,63.6363636363636,1.57142857142857
"2016-2017",6.65,15,68.1818181818182,1.46666666666667
"2002-2003",6.25,16,72.7272727272727,1.375
"2009-2010",6.125,17,77.2727272727273,1.29411764705882
"2015-2016",6.1,18,81.8181818181818,1.22222222222222
"2008-2009",5.85,19,86.3636363636364,1.15789473684211
"2005-2006",5.8,20,90.9090909090909,1.1
"2004-2005",5.6,21,95.4545454545455,1.04761904761905
