Years,x5_hr,rank,Probability,Frequency
"2020-2021",8.34,1,14.2857142857143,7
"2017-2018",6.44,2,28.5714285714286,3.5
"2019-2020",6.04,3,42.8571428571429,2.33333333333333
"2021-2022",5.6,4,57.1428571428571,1.75
"2018-2019",4.68,5,71.4285714285714,1.4
"2015-2016",0.02,6,85.7142857142857,1.16666666666667
