Years,x1_hr,rank,Probability,Frequency
"2015-2016",29.3,1,6.25,16
"2010-2011",11.3,2,12.5,8
"2017-2018",11.3,3,18.75,5.33333333333333
"2013-2014",10,4,25,4
"2019-2020",10,5,31.25,3.2
"2009-2010",8.8,6,37.5,2.66666666666667
"2018-2019",7.6,7,43.75,2.28571428571429
"2012-2013",7.6,8,50,2
"2014-2015",6.2,9,56.25,1.77777777777778
"2008-2009",5.9,10,62.5,1.6
"2007-2008",5.4,11,68.75,1.45454545454545
"2016-2017",4.9,12,75,1.33333333333333
"2020-2021",4.6,13,81.25,1.23076923076923
"2021-2022",4.6,14,87.5,1.14285714285714
"2011-2012",3.9,15,93.75,1.06666666666667
