Years,x20_min,rank,Probability,Frequency
"1997-1998",129.54,1,3.7037037037037,27
"1996-1997",68.568,2,7.40740740740741,13.5
"2009-2010",47.7,3,11.1111111111111,9
"2016-2017",46.8,4,14.8148148148148,6.75
"1998-1999",39.3,5,18.5185185185185,5.4
"2015-2016",33,6,22.2222222222222,4.5
"2002-2003",32.1,7,25.9259259259259,3.85714285714286
"2004-2005",29.7,8,29.6296296296296,3.375
"2006-2007",29.1,9,33.3333333333333,3
"2010-2011",27,10,37.037037037037,2.7
"2018-2019",27,11,40.7407407407407,2.45454545454545
"2017-2018",25.8,12,44.4444444444444,2.25
"2020-2021",25.5,13,48.1481481481481,2.07692307692308
"2013-2014",24.9,14,51.8518518518518,1.92857142857143
"2012-2013",24.9,15,55.5555555555556,1.8
"2014-2015",24.3,16,59.2592592592593,1.6875
"1999-2000",24,17,62.962962962963,1.58823529411765
"2001-2002",23.7,18,66.6666666666667,1.5
"2005-2006",23.7,19,70.3703703703704,1.42105263157895
"2003-2004",23.4,20,74.0740740740741,1.35
"2019-2020",22.8,21,77.7777777777778,1.28571428571429
"2008-2009",22.5,22,81.4814814814815,1.22727272727273
"2007-2008",19.8,23,85.1851851851852,1.17391304347826
"2000-2001",17.7,24,88.8888888888889,1.125
"2011-2012",17.1,25,92.5925925925926,1.08
"2021-2022",16.8,26,96.2962962962963,1.03846153846154
