Years,x4_5_hr,rank,Probability,Frequency
"2021-2022",12.4,1,6.66666666666667,15
"2009-2010",10.0666666666667,2,13.3333333333333,7.5
"2017-2018",9.57777777777778,3,20,5
"2018-2019",9.17777777777778,4,26.6666666666667,3.75
"2015-2016",8.82222222222222,5,33.3333333333333,3
"2012-2013",8.66666666666667,6,40,2.5
"2020-2021",8.4,7,46.6666666666667,2.14285714285714
"2014-2015",6.22222222222222,8,53.3333333333333,1.875
"2013-2014",6.17777777777778,9,60,1.66666666666667
"2019-2020",6.06666666666667,10,66.6666666666667,1.5
"2011-2012",5.46666666666667,11,73.3333333333333,1.36363636363636
"2008-2009",4.66666666666667,12,80,1.25
"2016-2017",3.86666666666667,13,86.6666666666667,1.15384615384615
"2010-2011",3.26666666666667,14,93.3333333333333,1.07142857142857
