Years,x40_min,rank,Probability,Frequency
"2019-2020",39.6,1,6.66666666666667,15
"2010-2011",35.1,2,13.3333333333333,7.5
"2012-2013",34.05,3,20,5
"2014-2015",33.9,4,26.6666666666667,3.75
"2021-2022",30.6,5,33.3333333333333,3
"2018-2019",25.8,6,40,2.5
"2020-2021",24.9,7,46.6666666666667,2.14285714285714
"2016-2017",22.05,8,53.3333333333333,1.875
"2013-2014",21.6,9,60,1.66666666666667
"2009-2010",21.45,10,66.6666666666667,1.5
"2017-2018",21.45,11,73.3333333333333,1.36363636363636
"2015-2016",21.15,12,80,1.25
"2008-2009",20.25,13,86.6666666666667,1.15384615384615
"2011-2012",15.3,14,93.3333333333333,1.07142857142857
