Years,x50_min,rank,Probability,Frequency
"2002-2003",40.8,1,3.84615384615385,26
"1998-1999",37.68,2,7.69230769230769,13
"2007-2008",36.96,3,11.5384615384615,8.66666666666667
"2005-2006",36.72,4,15.3846153846154,6.5
"2013-2014",31.56,5,19.2307692307692,5.2
"2006-2007",28.44,6,23.0769230769231,4.33333333333333
"2010-2011",27.84,7,26.9230769230769,3.71428571428571
"2011-2012",27.84,8,30.7692307692308,3.25
"2009-2010",27.36,9,34.6153846153846,2.88888888888889
"2003-2004",26.76,10,38.4615384615385,2.6
"2001-2002",26.16,11,42.3076923076923,2.36363636363636
"2018-2019",25.68,12,46.1538461538462,2.16666666666667
"2019-2020",24.6,13,50,2
"2014-2015",24.12,14,53.8461538461538,1.85714285714286
"2020-2021",22.08,15,57.6923076923077,1.73333333333333
"2021-2022",21.36,16,61.5384615384615,1.625
"2000-2001",20.88,17,65.3846153846154,1.52941176470588
"2012-2013",19.2,18,69.2307692307692,1.44444444444444
"2016-2017",19.08,19,73.0769230769231,1.36842105263158
"2015-2016",17.76,20,76.9230769230769,1.3
"1999-2000",16.32,21,80.7692307692308,1.23809523809524
"1997-1998",15.12,22,84.6153846153846,1.18181818181818
"2008-2009",14.64,23,88.4615384615385,1.1304347826087
"2017-2018",14.4,24,92.3076923076923,1.08333333333333
"2004-2005",13.32,25,96.1538461538462,1.04
