Years,x40_min,rank,Probability,Frequency
"2009-2010",34.5,1,6.66666666666667,15
"2015-2016",25.5,2,13.3333333333333,7.5
"2013-2014",18.15,3,20,5
"2019-2020",12.45,4,26.6666666666667,3.75
"2008-2009",12.15,5,33.3333333333333,3
"2014-2015",11.7,6,40,2.5
"2017-2018",11.4,7,46.6666666666667,2.14285714285714
"2018-2019",8.1,8,53.3333333333333,1.875
"2011-2012",7.65,9,60,1.66666666666667
"2021-2022",7.65,10,66.6666666666667,1.5
"2016-2017",6.3,11,73.3333333333333,1.36363636363636
"2012-2013",5.85,12,80,1.25
"2010-2011",3.75,13,86.6666666666667,1.15384615384615
"2020-2021",3.3,14,93.3333333333333,1.07142857142857
