Years,x1_5_hr,rank,Probability,Frequency
"2013-2014",15.9333333333333,1,6.25,16
"2020-2021",12.0666666666667,2,12.5,8
"2021-2022",11.8,3,18.75,5.33333333333333
"2015-2016",10.4666666666667,4,25,4
"2018-2019",9.53333333333333,5,31.25,3.2
"2017-2018",9.4,6,37.5,2.66666666666667
"2008-2009",8.06666666666667,7,43.75,2.28571428571429
"2009-2010",7.73333333333333,8,50,2
"2014-2015",7.46666666666667,9,56.25,1.77777777777778
"2011-2012",7.33333333333333,10,62.5,1.6
"2019-2020",6.86666666666667,11,68.75,1.45454545454545
"2012-2013",6.8,12,75,1.33333333333333
"2016-2017",6.46666666666667,13,81.25,1.23076923076923
"2007-2008",6.26666666666667,14,87.5,1.14285714285714
"2010-2011",6.26666666666667,15,93.75,1.06666666666667
