Years,x2_hr,rank,Probability,Frequency
"2009-2010",14,1,6.25,16
"2016-2017",11,2,12.5,8
"2014-2015",10.95,3,18.75,5.33333333333333
"2015-2016",10.8,4,25,4
"2010-2011",10.1,5,31.25,3.2
"2021-2022",9.85,6,37.5,2.66666666666667
"2018-2019",9.75,7,43.75,2.28571428571429
"2007-2008",9.7,8,50,2
"2012-2013",9.4,9,56.25,1.77777777777778
"2020-2021",9.3,10,62.5,1.6
"2008-2009",8.85,11,68.75,1.45454545454545
"2011-2012",7.9,12,75,1.33333333333333
"2013-2014",7.65,13,81.25,1.23076923076923
"2019-2020",7.15,14,87.5,1.14285714285714
"2017-2018",6.7,15,93.75,1.06666666666667
