Years,x3_hr,rank,Probability,Frequency
"1997-1998",16.46666667,1,3.84615384615385,26
"2000-2001",15.46666667,2,7.69230769230769,13
"2019-2020",14.6,3,11.5384615384615,8.66666666666667
"2001-2002",14.4,4,15.3846153846154,6.5
"2016-2017",13.46666667,5,19.2307692307692,5.2
"2006-2007",12.46666667,6,23.0769230769231,4.33333333333333
"2014-2015",12,7,26.9230769230769,3.71428571428571
"2017-2018",11.93333333,8,30.7692307692308,3.25
"2005-2006",11.3,9,34.6153846153846,2.88888888888889
"2010-2011",11.26666667,10,38.4615384615385,2.6
"2003-2004",11.2,11,42.3076923076923,2.36363636363636
"2020-2021",11.03333333,12,46.1538461538462,2.16666666666667
"2011-2012",10.46666667,13,50,2
"2012-2013",10.2,14,53.8461538461538,1.85714285714286
"2007-2008",10.16666667,15,57.6923076923077,1.73333333333333
"2009-2010",9.066666667,16,61.5384615384615,1.625
"2018-2019",8.8,17,65.3846153846154,1.52941176470588
"1999-2000",8.366666667,18,69.2307692307692,1.44444444444444
"2008-2009",7.966666667,19,73.0769230769231,1.36842105263158
"2021-2022",7.6,20,76.9230769230769,1.3
"1996-1997",7.566666667,21,80.7692307692308,1.23809523809524
"2004-2005",7.566666667,22,84.6153846153846,1.18181818181818
"1998-1999",7.266666667,23,88.4615384615385,1.1304347826087
"2015-2016",6.733333333,24,92.3076923076923,1.08333333333333
"2013-2014",4.666666667,25,96.1538461538462,1.04
