Years,x5_hr,rank,Probability,Frequency
"2004-2005",8.42,1,4,25
"2013-2014",7.04,2,8,12.5
"2008-2009",4.48,3,12,8.33333333333333
"2017-2018",3.52,4,16,6.25
"2020-2021",3.14,5,20,5
"2016-2017",2.62,6,24,4.16666666666667
"1998-1999",2.48,7,28,3.57142857142857
"2000-2001",2.46,8,32,3.125
"2019-2020",2.36,9,36,2.77777777777778
"2015-2016",2.3,10,40,2.5
"2010-2011",1.78,11,44,2.27272727272727
"2003-2004",1.68,12,48,2.08333333333333
"2001-2002",1.66,13,52,1.92307692307692
"2009-2010",1.66,14,56,1.78571428571429
"2014-2015",1.58,15,60,1.66666666666667
"2006-2007",1.52,16,64,1.5625
"2018-2019",1.5,17,68,1.47058823529412
"2012-2013",1.44,18,72,1.38888888888889
"2005-2006",1.14,19,76,1.31578947368421
"2002-2003",1.12,20,80,1.25
"2021-2022",1.12,21,84,1.19047619047619
"2007-2008",1,22,88,1.13636363636364
"2011-2012",0.94,23,92,1.08695652173913
"1999-2000",0.64,24,96,1.04166666666667
