Years,x40_min,rank,Probability,Frequency
"2019-2020",83.7,1,5.55555555555556,18
"2020-2021",47.85,2,11.1111111111111,9
"2021-2022",35.55,3,16.6666666666667,6
"2005-2006",35.1,4,22.2222222222222,4.5
"2017-2018",33.6,5,27.7777777777778,3.6
"2006-2007",32.55,6,33.3333333333333,3
"2014-2015",32.25,7,38.8888888888889,2.57142857142857
"2011-2012",29.25,8,44.4444444444444,2.25
"2015-2016",29.25,9,50,2
"2009-2010",23.85,10,55.5555555555556,1.8
"2010-2011",22.2,11,61.1111111111111,1.63636363636364
"2012-2013",21.9,12,66.6666666666667,1.5
"2018-2019",20.7,13,72.2222222222222,1.38461538461538
"2016-2017",19.35,14,77.7777777777778,1.28571428571429
"2008-2009",19.2,15,83.3333333333333,1.2
"2013-2014",17.4,16,88.8888888888889,1.125
"2007-2008",15.15,17,94.4444444444444,1.05882352941176
