Years,x1_5_hr,rank,Probability,Frequency
"2021-2022",34.6666666666667,1,6.66666666666667,15
"2009-2010",20.1333333333333,2,13.3333333333333,7.5
"2017-2018",16.2666666666667,3,20,5
"2011-2012",16.2,4,26.6666666666667,3.75
"2018-2019",16,5,33.3333333333333,3
"2015-2016",15.8666666666667,6,40,2.5
"2020-2021",15.4,7,46.6666666666667,2.14285714285714
"2012-2013",14.8666666666667,8,53.3333333333333,1.875
"2014-2015",11.1333333333333,9,60,1.66666666666667
"2013-2014",10.9333333333333,10,66.6666666666667,1.5
"2019-2020",10.8,11,73.3333333333333,1.36363636363636
"2008-2009",9.53333333333333,12,80,1.25
"2016-2017",7.93333333333333,13,86.6666666666667,1.15384615384615
"2010-2011",7.4,14,93.3333333333333,1.07142857142857
