Years,x4_5_hr,rank,Probability,Frequency
"2018-2019",15.5555555555556,1,5,20
"2017-2018",14.2444444444444,2,10,10
"2015-2016",10.5555555555556,3,15,6.66666666666667
"2006-2007",9.26666666666667,4,20,5
"2020-2021",7.97777777777778,5,25,4
"2008-2009",7.28888888888889,6,30,3.33333333333333
"2019-2020",7.22222222222222,7,35,2.85714285714286
"2011-2012",6.08888888888889,8,40,2.5
"2014-2015",5.84444444444444,9,45,2.22222222222222
"2004-2005",5.82222222222222,10,50,2
"2012-2013",5.51111111111111,11,55,1.81818181818182
"2021-2022",5,12,60,1.66666666666667
"2009-2010",4.68888888888889,13,65,1.53846153846154
"2007-2008",4.6,14,70,1.42857142857143
"2013-2014",4.31111111111111,15,75,1.33333333333333
"2003-2004",4.28888888888889,16,80,1.25
"2016-2017",4.22222222222222,17,85,1.17647058823529
"2005-2006",4,18,90,1.11111111111111
"2010-2011",3.73333333333333,19,95,1.05263157894737
