Years,x3_hr,rank,Probability,Frequency
"2011-2012",22.2333333333333,1,6.25,16
"2020-2021",17.4333333333333,2,12.5,8
"2017-2018",15.9,3,18.75,5.33333333333333
"2013-2014",15.2333333333333,4,25,4
"2021-2022",11,5,31.25,3.2
"2018-2019",10.2666666666667,6,37.5,2.66666666666667
"2010-2011",9.9,7,43.75,2.28571428571429
"2012-2013",9.53333333333333,8,50,2
"2016-2017",9.26666666666667,9,56.25,1.77777777777778
"2014-2015",9.26666666666667,10,62.5,1.6
"2019-2020",8.63333333333333,11,68.75,1.45454545454545
"2007-2008",7.13333333333333,12,75,1.33333333333333
"2008-2009",7,13,81.25,1.23076923076923
"2015-2016",6.96666666666667,14,87.5,1.14285714285714
"2009-2010",6.9,15,93.75,1.06666666666667
