Years,x20_min,rank,Probability,Frequency
"2006-2007",72.6,1,3.84615384615385,26
"2003-2004",66.9,2,7.69230769230769,13
"2018-2019",64.8,3,11.5384615384615,8.66666666666667
"2009-2010",63.6,4,15.3846153846154,6.5
"2012-2013",61.8,5,19.2307692307692,5.2
"2017-2018",54,6,23.0769230769231,4.33333333333333
"2001-2002",49.5,7,26.9230769230769,3.71428571428571
"1996-1997",47.4,8,30.7692307692308,3.25
"2016-2017",47.4,9,34.6153846153846,2.88888888888889
"1997-1998",45.9,10,38.4615384615385,2.6
"2014-2015",43.5,11,42.3076923076923,2.36363636363636
"2019-2020",42.9,12,46.1538461538462,2.16666666666667
"2008-2009",42.6,13,50,2
"2005-2006",40.8,14,53.8461538461538,1.85714285714286
"1998-1999",40.5,15,57.6923076923077,1.73333333333333
"2000-2001",38.1,16,61.5384615384615,1.625
"2011-2012",36.9,17,65.3846153846154,1.52941176470588
"2020-2021",36.9,18,69.2307692307692,1.44444444444444
"2007-2008",35.7,19,73.0769230769231,1.36842105263158
"2010-2011",35.4,20,76.9230769230769,1.3
"1999-2000",33.9,21,80.7692307692308,1.23809523809524
"2015-2016",31.2,22,84.6153846153846,1.18181818181818
"2021-2022",27.9,23,88.4615384615385,1.1304347826087
"2004-2005",25.8,24,92.3076923076923,1.08333333333333
"2013-2014",22.2,25,96.1538461538462,1.04
