Years,x4_hr,rank,Probability,Frequency
"2015-2016",18.25,1,5.55555555555556,18
"2020-2021",14.55,2,11.1111111111111,9
"2008-2009",11.225,3,16.6666666666667,6
"2019-2020",9.75,4,22.2222222222222,4.5
"2010-2011",8.725,5,27.7777777777778,3.6
"2012-2013",8.425,6,33.3333333333333,3
"2018-2019",8.15,7,38.8888888888889,2.57142857142857
"2007-2008",8.1,8,44.4444444444444,2.25
"2014-2015",7.825,9,50,2
"2017-2018",7.425,10,55.5555555555556,1.8
"2011-2012",6.925,11,61.1111111111111,1.63636363636364
"2005-2006",6.175,12,66.6666666666667,1.5
"2016-2017",6.175,13,72.2222222222222,1.38461538461538
"2006-2007",5.775,14,77.7777777777778,1.28571428571429
"2009-2010",5.55,15,83.3333333333333,1.2
"2013-2014",4.675,16,88.8888888888889,1.125
"2021-2022",4.175,17,94.4444444444444,1.05882352941176
