Years,x30_min,rank,Probability,Frequency
"2007-2008",45.6,1,5.55555555555556,18
"2008-2009",39.8,2,11.1111111111111,9
"2015-2016",36.6,3,16.6666666666667,6
"2017-2018",32.6,4,22.2222222222222,4.5
"2020-2021",32.4,5,27.7777777777778,3.6
"2009-2010",31.6,6,33.3333333333333,3
"2016-2017",30,7,38.8888888888889,2.57142857142857
"2019-2020",29.6,8,44.4444444444444,2.25
"2010-2011",27.6,9,50,2
"2014-2015",26,10,55.5555555555556,1.8
"2012-2013",23.4,11,61.1111111111111,1.63636363636364
"2011-2012",23,12,66.6666666666667,1.5
"2018-2019",20.2,13,72.2222222222222,1.38461538461538
"2006-2007",19.8,14,77.7777777777778,1.28571428571429
"2021-2022",17.4,15,83.3333333333333,1.2
"2013-2014",17,16,88.8888888888889,1.125
"2005-2006",15.6,17,94.4444444444444,1.05882352941176
