Years,x4_5_hr,rank,Probability,Frequency
"2009-2010",5.93333333333333,1,20,5
"2008-2009",4.04444444444444,2,40,2.5
"2010-2011",2.93333333333333,3,60,1.66666666666667
"2011-2012",2.53333333333333,4,80,1.25
