Years,x3_hr,rank,Probability,Frequency
"2020-2021",24.2666666666667,1,8.33333333333333,12
"2018-2019",20.4333333333333,2,16.6666666666667,6
"2011-2012",19.2666666666667,3,25,4
"2017-2018",13.8,4,33.3333333333333,3
"2014-2015",13.3666666666667,5,41.6666666666667,2.4
"2019-2020",11.6333333333333,6,50,2
"2021-2022",11.3333333333333,7,58.3333333333333,1.71428571428571
"2013-2014",9.56666666666667,8,66.6666666666667,1.5
"2016-2017",9.53333333333333,9,75,1.33333333333333
"2015-2016",8.86666666666667,10,83.3333333333333,1.2
"2012-2013",6.6,11,91.6666666666667,1.09090909090909
