Years,x30_min,rank,Probability,Frequency
"2015-2016",58.4,1,6.25,16
"2010-2011",20.8,2,12.5,8
"2013-2014",20,3,18.75,5.33333333333333
"2019-2020",18.6,4,25,4
"2017-2018",14.6,5,31.25,3.2
"2012-2013",13.4,6,37.5,2.66666666666667
"2018-2019",13.4,7,43.75,2.28571428571429
"2009-2010",12.4,8,50,2
"2014-2015",12.2,9,56.25,1.77777777777778
"2008-2009",11.8,10,62.5,1.6
"2007-2008",7.6,11,68.75,1.45454545454545
"2011-2012",7.2,12,75,1.33333333333333
"2021-2022",6,13,81.25,1.23076923076923
"2016-2017",5.8,14,87.5,1.14285714285714
"2020-2021",5.6,15,93.75,1.06666666666667
