Years,x40_min,rank,Probability,Frequency
"2006-2007",35.7,1,3.57142857142857,28
"2000-2001",33.45,2,7.14285714285714,14
"2007-2008",30.75,3,10.7142857142857,9.33333333333333
"2020-2021",29.85,4,14.2857142857143,7
"2013-2014",28.35,5,17.8571428571429,5.6
"2005-2006",24.45,6,21.4285714285714,4.66666666666667
"2014-2015",24.3,7,25,4
"2011-2012",23.7,8,28.5714285714286,3.5
"2003-2004",22.5,9,32.1428571428571,3.11111111111111
"2002-2003",21.45,10,35.7142857142857,2.8
"2018-2019",20.25,11,39.2857142857143,2.54545454545455
"2001-2002",20.25,12,42.8571428571429,2.33333333333333
"2009-2010",19.8,13,46.4285714285714,2.15384615384615
"1997-1998",19.05,14,50,2
"2008-2009",18.45,15,53.5714285714286,1.86666666666667
"2019-2020",18.3,16,57.1428571428571,1.75
"2021-2022",18.3,17,60.7142857142857,1.64705882352941
"2016-2017",18.3,18,64.2857142857143,1.55555555555556
"2010-2011",16.05,19,67.8571428571429,1.47368421052632
"2017-2018",15.45,20,71.4285714285714,1.4
"2012-2013",15,21,75,1.33333333333333
"2015-2016",13.35,22,78.5714285714286,1.27272727272727
"2004-2005",13.05,23,82.1428571428571,1.21739130434783
"1996-1997",12.3,24,85.7142857142857,1.16666666666667
"1999-2000",10.5,25,89.2857142857143,1.12
"1995-1996",8.55,26,92.8571428571429,1.07692307692308
"1998-1999",1.65,27,96.4285714285714,1.03703703703704
