Years,x5_hr,rank,Probability,Frequency
"2009-2010",9.08,1,5.55555555555556,18
"2005-2006",7.62,2,11.1111111111111,9
"2019-2020",7.34,3,16.6666666666667,6
"2006-2007",7.22,4,22.2222222222222,4.5
"2014-2015",6.8,5,27.7777777777778,3.6
"2008-2009",6.78,6,33.3333333333333,3
"2012-2013",6.3,7,38.8888888888889,2.57142857142857
"2013-2014",6.06,8,44.4444444444444,2.25
"2020-2021",5.96,9,50,2
"2017-2018",5.94,10,55.5555555555556,1.8
"2016-2017",5.88,11,61.1111111111111,1.63636363636364
"2007-2008",5.68,12,66.6666666666667,1.5
"2018-2019",5.58,13,72.2222222222222,1.38461538461538
"2021-2022",5.28,14,77.7777777777778,1.28571428571429
"2011-2012",5.16,15,83.3333333333333,1.2
"2015-2016",4.96,16,88.8888888888889,1.125
"2010-2011",4.56,17,94.4444444444444,1.05882352941176
