Years,x4_hr,rank,Probability,Frequency
"2019-2020",20.2,1,5.55555555555556,18
"2005-2006",13.175,2,11.1111111111111,9
"2020-2021",10.325,3,16.6666666666667,6
"2014-2015",8.975,4,22.2222222222222,4.5
"2017-2018",8.775,5,27.7777777777778,3.6
"2010-2011",8.4,6,33.3333333333333,3
"2006-2007",8.375,7,38.8888888888889,2.57142857142857
"2021-2022",8.125,8,44.4444444444444,2.25
"2011-2012",7.925,9,50,2
"2008-2009",7.55,10,55.5555555555556,1.8
"2018-2019",6.9,11,61.1111111111111,1.63636363636364
"2009-2010",6.75,12,66.6666666666667,1.5
"2016-2017",6.3,13,72.2222222222222,1.38461538461538
"2015-2016",6.05,14,77.7777777777778,1.28571428571429
"2007-2008",5.825,15,83.3333333333333,1.2
"2013-2014",5.825,16,88.8888888888889,1.125
"2012-2013",5.775,17,94.4444444444444,1.05882352941176
