Years,x3_5_hr,rank,Probability,Frequency
"2015-2016",13.97142857,1,4.54545454545455,22
"2002-2003",13.77142857,2,9.09090909090909,11
"2019-2020",13.54285714,3,13.6363636363636,7.33333333333333
"2010-2011",13.31428571,4,18.1818181818182,5.5
"2014-2015",11.4,5,22.7272727272727,4.4
"2009-2010",11.14285714,6,27.2727272727273,3.66666666666667
"2012-2013",10.37142857,7,31.8181818181818,3.14285714285714
"2020-2021",10.08571429,8,36.3636363636364,2.75
"2001-2002",9.428571429,9,40.9090909090909,2.44444444444444
"2003-2004",9.314285714,10,45.4545454545455,2.2
"2008-2009",8.628571429,11,50,2
"2018-2019",8.571428571,12,54.5454545454545,1.83333333333333
"2007-2008",8.4,13,59.0909090909091,1.69230769230769
"2016-2017",8.028571429,14,63.6363636363636,1.57142857142857
"2017-2018",7.971428571,15,68.1818181818182,1.46666666666667
"2005-2006",7.914285714,16,72.7272727272727,1.375
"2011-2012",7.771428571,17,77.2727272727273,1.29411764705882
"2004-2005",7.514285714,18,81.8181818181818,1.22222222222222
"2021-2022",7.257142857,19,86.3636363636364,1.15789473684211
"2006-2007",7.057142857,20,90.9090909090909,1.1
"2013-2014",4.657142857,21,95.4545454545455,1.04761904761905
