Years,x20_min,rank,Probability,Frequency
"2001-2002",39.9,1,4,25
"2012-2013",37.2,2,8,12.5
"2004-2005",32.4,3,12,8.33333333333333
"2002-2003",31.5,4,16,6.25
"2005-2006",30,5,20,5
"2006-2007",29.7,6,24,4.16666666666667
"2014-2015",29.4,7,28,3.57142857142857
"2009-2010",27,8,32,3.125
"2020-2021",26.7,9,36,2.77777777777778
"2015-2016",26.1,10,40,2.5
"2007-2008",26.1,11,44,2.27272727272727
"2018-2019",24.9,12,48,2.08333333333333
"2016-2017",24.6,13,52,1.92307692307692
"2003-2004",24,14,56,1.78571428571429
"2000-2001",23.7,15,60,1.66666666666667
"2013-2014",23.7,16,64,1.5625
"1998-1999",22.5,17,68,1.47058823529412
"1999-2000",21.9,18,72,1.38888888888889
"2019-2020",21.3,19,76,1.31578947368421
"2011-2012",21,20,80,1.25
"2008-2009",20.1,21,84,1.19047619047619
"2010-2011",20.1,22,88,1.13636363636364
"2021-2022",19.2,23,92,1.08695652173913
"2017-2018",16.8,24,96,1.04166666666667
