Years,x2_hr,rank,Probability,Frequency
"2002-2003",14.75,1,4,25
"2005-2006",14.35,2,8,12.5
"2019-2020",13,3,12,8.33333333333333
"2016-2017",12.95,4,16,6.25
"2012-2013",12.55,5,20,5
"2013-2014",12.2,6,24,4.16666666666667
"2006-2007",12.1,7,28,3.57142857142857
"2018-2019",11.35,8,32,3.125
"2021-2022",11.3,9,36,2.77777777777778
"2004-2005",11.25,10,40,2.5
"2010-2011",11.25,11,44,2.27272727272727
"2015-2016",11.15,12,48,2.08333333333333
"2020-2021",10.95,13,52,1.92307692307692
"2001-2002",10.75,14,56,1.78571428571429
"1999-2000",10.6,15,60,1.66666666666667
"2011-2012",10.2,16,64,1.5625
"2017-2018",10.1,17,68,1.47058823529412
"2003-2004",10.1,18,72,1.38888888888889
"2000-2001",10,19,76,1.31578947368421
"2014-2015",9.35,20,80,1.25
"2009-2010",9,21,84,1.19047619047619
"2007-2008",8.6,22,88,1.13636363636364
"2008-2009",8.3,23,92,1.08695652173913
"1998-1999",8.2,24,96,1.04166666666667
