Years,x6_hr,rank,Probability,Frequency
"2002-2003",5.81666666666667,1,6.25,16
"2001-2002",4.26666666666667,2,12.5,8
"1995-1996",4.1,3,18.75,5.33333333333333
"2005-2006",3.96666666666667,4,25,4
"1993-1994",3.9,5,31.25,3.2
"1997-1998",3.85,6,37.5,2.66666666666667
"2003-2004",3.1,7,43.75,2.28571428571429
"1996-1997",3.06666666666667,8,50,2
"1994-1995",2.91666666666667,9,56.25,1.77777777777778
"1999-2000",2.73333333333333,10,62.5,1.6
"1998-1999",2.61666666666667,11,68.75,1.45454545454545
"2006-2007",2.51666666666667,12,75,1.33333333333333
"2000-2001",2.48333333333333,13,81.25,1.23076923076923
"2004-2005",2.4,14,87.5,1.14285714285714
"2007-2008",2.16666666666667,15,93.75,1.06666666666667
