Years,x20_min,rank,Probability,Frequency
"2004-2005",66.6,1,3.84615384615385,26
"2017-2018",45,2,7.69230769230769,13
"2009-2010",42.9,3,11.5384615384615,8.66666666666667
"2008-2009",34.8,4,15.3846153846154,6.5
"2015-2016",29.7,5,19.2307692307692,5.2
"2018-2019",29.4,6,23.0769230769231,4.33333333333333
"1999-2000",27.3,7,26.9230769230769,3.71428571428571
"2000-2001",24.9,8,30.7692307692308,3.25
"1997-1998",23.7,9,34.6153846153846,2.88888888888889
"2013-2014",20.7,10,38.4615384615385,2.6
"2012-2013",18.9,11,42.3076923076923,2.36363636363636
"2014-2015",16.8,12,46.1538461538462,2.16666666666667
"2010-2011",15.6,13,50,2
"2021-2022",13.5,14,53.8461538461538,1.85714285714286
"1998-1999",12.3,15,57.6923076923077,1.73333333333333
"2011-2012",12.3,16,61.5384615384615,1.625
"2020-2021",12,17,65.3846153846154,1.52941176470588
"2006-2007",11.7,18,69.2307692307692,1.44444444444444
"2019-2020",11.1,19,73.0769230769231,1.36842105263158
"2016-2017",10.8,20,76.9230769230769,1.3
"2001-2002",9.6,21,80.7692307692308,1.23809523809524
"2002-2003",8.7,22,84.6153846153846,1.18181818181818
"2005-2006",7.8,23,88.4615384615385,1.1304347826087
"2007-2008",7.8,24,92.3076923076923,1.08333333333333
"1996-1997",5.7,25,96.1538461538462,1.04
