Years,x6_hr,rank,Probability,Frequency
"2021-2022",4.95,1,20,5
"2011-2012",4.68333333333333,2,40,2.5
"2010-2011",4.56666666666667,3,60,1.66666666666667
"2009-2010",4.08333333333333,4,80,1.25
