Years,x3_5_hr,rank,Probability,Frequency
"2009-2010",9.22857142857143,1,16.6666666666667,6
"2010-2011",9.22857142857143,2,33.3333333333333,3
"2002-2003",8.88571428571429,3,50,2
"2011-2012",6.65714285714286,4,66.6666666666667,1.5
"2008-2009",5.74285714285714,5,83.3333333333333,1.2
