Years,x1_5_hr,rank,Probability,Frequency
"2010-2011",21.4,1,3.33333333333333,30
"2015-2016",18.5333333333333,2,6.66666666666667,15
"2009-2010",17.5333333333333,3,10,10
"2001-2002",16.3333333333333,4,13.3333333333333,7.5
"1998-1999",14.6666666666667,5,16.6666666666667,6
"2019-2020",14.6666666666667,6,20,5
"2002-2003",14.3333333333333,7,23.3333333333333,4.28571428571429
"1993-1994",14.1266666666667,8,26.6666666666667,3.75
"1996-1997",13.5333333333333,9,30,3.33333333333333
"1999-2000",13.4666666666667,10,33.3333333333333,3
"2003-2004",13.2,11,36.6666666666667,2.72727272727273
"2004-2005",13.2,12,40,2.5
"2017-2018",12.9333333333333,13,43.3333333333333,2.30769230769231
"2006-2007",12.5333333333333,14,46.6666666666667,2.14285714285714
"1995-1996",11.8666666666667,15,50,2
"2020-2021",11.6666666666667,16,53.3333333333333,1.875
"2008-2009",10.6,17,56.6666666666667,1.76470588235294
"2018-2019",10.5333333333333,18,60,1.66666666666667
"2013-2014",9.6,19,63.3333333333333,1.57894736842105
"2011-2012",9.53333333333333,20,66.6666666666667,1.5
"2012-2013",9.4,21,70,1.42857142857143
"1997-1998",9.33333333333333,22,73.3333333333333,1.36363636363636
"2005-2006",9.26666666666667,23,76.6666666666667,1.30434782608696
"1994-1995",8.918,24,80,1.25
"2000-2001",8.86666666666667,25,83.3333333333333,1.2
"2016-2017",8.33333333333333,26,86.6666666666667,1.15384615384615
"2021-2022",8.33333333333333,27,90,1.11111111111111
"2007-2008",7.53333333333333,28,93.3333333333333,1.07142857142857
"2014-2015",6.53333333333333,29,96.6666666666667,1.03448275862069
