Years,x2_hr,rank,Probability,Frequency
"2008-2009",18.05,1,5.55555555555556,18
"2020-2021",17.9,2,11.1111111111111,9
"2014-2015",17.45,3,16.6666666666667,6
"2009-2010",17,4,22.2222222222222,4.5
"2019-2020",16.85,5,27.7777777777778,3.6
"2015-2016",15,6,33.3333333333333,3
"2017-2018",14.8,7,38.8888888888889,2.57142857142857
"2018-2019",14.7,8,44.4444444444444,2.25
"2011-2012",14.2,9,50,2
"2007-2008",14.15,10,55.5555555555556,1.8
"2021-2022",13.55,11,61.1111111111111,1.63636363636364
"2010-2011",13.25,12,66.6666666666667,1.5
"2013-2014",11.9,13,72.2222222222222,1.38461538461538
"2006-2007",10.3,14,77.7777777777778,1.28571428571429
"2012-2013",10.2,15,83.3333333333333,1.2
"2016-2017",10.2,16,88.8888888888889,1.125
"2005-2006",10,17,94.4444444444444,1.05882352941176
