Years,x2_5_hr,rank,Probability,Frequency
"2019-2020",9.04,1,6.66666666666667,15
"2013-2014",7.24,2,13.3333333333333,7.5
"2009-2010",6.6,3,20,5
"2016-2017",5.68,4,26.6666666666667,3.75
"2015-2016",3.96,5,33.3333333333333,3
"2021-2022",3.08,6,40,2.5
"2018-2019",3.04,7,46.6666666666667,2.14285714285714
"2017-2018",2.92,8,53.3333333333333,1.875
"2014-2015",2.28,9,60,1.66666666666667
"2020-2021",1.72,10,66.6666666666667,1.5
"2012-2013",1.32,11,73.3333333333333,1.36363636363636
"2007-2008",1.04,12,80,1.25
"2010-2011",0.6,13,86.6666666666667,1.15384615384615
"2008-2009",0.36,14,93.3333333333333,1.07142857142857
