Years,x20_min,rank,Probability,Frequency
"2018-2019",43.8,1,7.14285714285714,14
"2017-2018",27.6,2,14.2857142857143,7
"2019-2020",24.3,3,21.4285714285714,4.66666666666667
"2009-2010",23.1,4,28.5714285714286,3.5
"2014-2015",17.4,5,35.7142857142857,2.8
"2013-2014",15.6,6,42.8571428571429,2.33333333333333
"2020-2021",12.9,7,50,2
"2010-2011",12,8,57.1428571428571,1.75
"2015-2016",12,9,64.2857142857143,1.55555555555556
"2016-2017",9.3,10,71.4285714285714,1.4
"2012-2013",8.4,11,78.5714285714286,1.27272727272727
"2021-2022",7.2,12,85.7142857142857,1.16666666666667
"2011-2012",3.6,13,92.8571428571429,1.07692307692308
