Years,x2_hr,rank,Probability,Frequency
"2021-2022",20.35,1,4.76190476190476,21
"2005-2006",18.95,2,9.52380952380952,10.5
"2014-2015",18.9,3,14.2857142857143,7
"2016-2017",17.9,4,19.047619047619,5.25
"2009-2010",17.05,5,23.8095238095238,4.2
"2013-2014",16.55,6,28.5714285714286,3.5
"2004-2005",14,7,33.3333333333333,3
"2018-2019",13.2,8,38.0952380952381,2.625
"2012-2013",13.15,9,42.8571428571429,2.33333333333333
"2020-2021",13.05,10,47.6190476190476,2.1
"2006-2007",12.65,11,52.3809523809524,1.90909090909091
"2019-2020",11.65,12,57.1428571428571,1.75
"2015-2016",10.4,13,61.9047619047619,1.61538461538462
"2007-2008",10.15,14,66.6666666666667,1.5
"2017-2018",9.9,15,71.4285714285714,1.4
"2003-2004",9.4,16,76.1904761904762,1.3125
"2008-2009",9.35,17,80.9523809523809,1.23529411764706
"2010-2011",8.4,18,85.7142857142857,1.16666666666667
"2011-2012",8.2,19,90.4761904761905,1.10526315789474
"2002-2003",7.05,20,95.2380952380952,1.05
