Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",16.4285714285714,1,6.25,16
"2017-2018",11.7142857142857,2,12.5,8
"2018-2019",11.2,3,18.75,5.33333333333333
"2010-2011",9.4,4,25,4
"2012-2013",9.22857142857143,5,31.25,3.2
"2020-2021",9,6,37.5,2.66666666666667
"2008-2009",7.51428571428571,7,43.75,2.28571428571429
"2013-2014",7.11428571428571,8,50,2
"2021-2022",6.57142857142857,9,56.25,1.77777777777778
"2009-2010",6.45714285714286,10,62.5,1.6
"2015-2016",6.25714285714286,11,68.75,1.45454545454545
"2007-2008",5.31428571428571,12,75,1.33333333333333
"2014-2015",5.31428571428571,13,81.25,1.23076923076923
"2011-2012",4.62857142857143,14,87.5,1.14285714285714
"2016-2017",4.62857142857143,15,93.75,1.06666666666667
