Years,x1_5_hr,rank,Probability,Frequency
"1998-1999",28.9333333333333,1,3.84615384615385,26
"2002-2003",28.2666666666667,2,7.69230769230769,13
"2005-2006",25.6,3,11.5384615384615,8.66666666666667
"2013-2014",25.4666666666667,4,15.3846153846154,6.5
"2001-2002",24.9333333333333,5,19.2307692307692,5.2
"2010-2011",23.5333333333333,6,23.0769230769231,4.33333333333333
"2019-2020",21.8,7,26.9230769230769,3.71428571428571
"2018-2019",21.4666666666667,8,30.7692307692308,3.25
"2007-2008",20.8666666666667,9,34.6153846153846,2.88888888888889
"2011-2012",19.4666666666667,10,38.4615384615385,2.6
"2003-2004",18.9333333333333,11,42.3076923076923,2.36363636363636
"2006-2007",18.4,12,46.1538461538462,2.16666666666667
"2009-2010",16.0666666666667,13,50,2
"2016-2017",16.0666666666667,14,53.8461538461538,1.85714285714286
"2012-2013",14.8666666666667,15,57.6923076923077,1.73333333333333
"2020-2021",14.6,16,61.5384615384615,1.625
"2021-2022",13.9333333333333,17,65.3846153846154,1.52941176470588
"2014-2015",13.6666666666667,18,69.2307692307692,1.44444444444444
"2000-2001",13.3333333333333,19,73.0769230769231,1.36842105263158
"2017-2018",12.6,20,76.9230769230769,1.3
"2004-2005",11.4,21,80.7692307692308,1.23809523809524
"2015-2016",10.8666666666667,22,84.6153846153846,1.18181818181818
"1999-2000",9.46666666666667,23,88.4615384615385,1.1304347826087
"2008-2009",8.53333333333333,24,92.3076923076923,1.08333333333333
"1997-1998",8.4,25,96.1538461538462,1.04
