Years,x5_hr,rank,Probability,Frequency
"1998-1999",23.94,1,3.44827586206897,29
"2001-2002",14.88,2,6.89655172413793,14.5
"2020-2021",13.04,3,10.3448275862069,9.66666666666667
"2003-2004",12.54,4,13.7931034482759,7.25
"2015-2016",11.56,5,17.2413793103448,5.8
"2014-2015",11.2,6,20.6896551724138,4.83333333333333
"2019-2020",11.18,7,24.1379310344828,4.14285714285714
"2017-2018",9.6,8,27.5862068965517,3.625
"1997-1998",9.24,9,31.0344827586207,3.22222222222222
"2011-2012",9.06,10,34.4827586206897,2.9
"2002-2003",8.58,11,37.9310344827586,2.63636363636364
"2016-2017",8.14,12,41.3793103448276,2.41666666666667
"2012-2013",7.4,13,44.8275862068966,2.23076923076923
"1994-1995",6.8,14,48.2758620689655,2.07142857142857
"2008-2009",6.66,15,51.7241379310345,1.93333333333333
"2006-2007",6.58,16,55.1724137931034,1.8125
"2009-2010",6.26,17,58.6206896551724,1.70588235294118
"1999-2000",6.2,18,62.0689655172414,1.61111111111111
"2018-2019",6.2,19,65.5172413793103,1.52631578947368
"1995-1996",6.12,20,68.9655172413793,1.45
"2021-2022",6.1,21,72.4137931034483,1.38095238095238
"2000-2001",5.96,22,75.8620689655172,1.31818181818182
"2010-2011",5.36,23,79.3103448275862,1.26086956521739
"2004-2005",5.32,24,82.7586206896552,1.20833333333333
"2007-2008",5.22,25,86.2068965517241,1.16
"1996-1997",4.78,26,89.6551724137931,1.11538461538462
"2013-2014",4,27,93.1034482758621,1.07407407407407
"2005-2006",3.94,28,96.551724137931,1.03571428571429
